#Eddynet/DM CSV Export File,,,,,,,,,,,,,,,,,,
#Created: 10/29/2016 07:52:08,,,,,,,,,,,,,,,,,,
#Analysis Group: resolution,,,,,,,,,,,,,,,,,,
#Outage Type: NONE,,,,,,,,,,,,,,,,,,
#Name: ,,,,,,,,,,,,,,,,,,
#Inspection Date: 12/31/1969 19:00:00,,,,,,,,,,,,,,,,,,
#Re-Start Date: 12/31/1969 19:00:00,,,,,,,,,,,,,,,,,,
#Service Days Since Last Inspection: 0,,,,,,,,,,,,,,,,,,
#Comment: ,,,,,,,,,,,,,,,,,,
#ENC1,ENC2,V,PHA,IND,CH,LMF,INF,INT,Extent,UT1,UT2,ANA,GRP,CG,LEG,PC,PRB_SN
21,17,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,17,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
21,18,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,18,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,18,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
21,19,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,19,0.97,80,MBM,18,BPC,13.40,,BPCTEC,HR,,C9309,resolution,SG1BCCAL00002,C,720XP,0
21,19,0.37,140,NQH,3,BPC,13.30,,TECTEH,,,C9309,resolution,SG1BHCAL00001,H,720HS,0
21,20,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,20,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,20,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,21,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,21,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,21,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,22,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,22,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,22,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,23,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,23,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,23,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,24,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,24,2.28,45,MBH,6,07H,13.27,,TECTEH,,,G7081,resolution,SG1BHCAL00002,H,720HS,0
21,24,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,25,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,25,3.22,88,MBH,6,05H,30.87,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,25,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,26,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,26,0.71,110,MBM,146,BPC,9.41,,BPCTEC,HR,,G2886,resolution,SG1BCCAL00003,C,720XP,0
21,26,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,27,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,27,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,27,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,28,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,28,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,28,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,29,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,29,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,29,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,30,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,30,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,30,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,31,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,31,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,31,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,32,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,32,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,32,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,33,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,33,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,33,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,34,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,34,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,34,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,35,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,35,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,35,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,36,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,36,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,36,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,37,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,37,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,37,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,38,0.14,129,NQH,3,04H,20.12,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,38,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,38,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,39,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
21,39,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,39,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,40,0.40,127,MBM,90,TSH,21.74,,01HTEH,HR,,L7871,resolution,SG1BHCAL00021,H,720XP,0
21,40,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,40,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,41,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,41,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
21,41,0.46,154,XPS,154,TSH,0.23,,01HTEH,HR,,L7871,resolution,SG1BHCAL00021,H,720XP,0
21,42,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,42,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,42,,,,,,,,TECTEH,,,J5670,auto,SG1BHCAL00003,H,720HS,0
21,43,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,43,,,,,,,,TECTEH,,,J5670,auto,SG1BHCAL00003,H,720HS,0
21,43,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,44,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,44,,,,,,,,TECTEH,,,J5670,auto,SG1BHCAL00003,H,720HS,0
21,44,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,45,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,45,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
21,45,,,,,,,,TECTEH,,,J5670,auto,SG1BHCAL00003,H,720HS,0
21,46,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00004,H,720HS,0
21,46,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,46,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,47,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,47,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
21,47,0.26,137,DDH,5,04H,27.84,,TECTEH,,,W9098,auto,SG1BHCAL00004,H,720HS,0
21,48,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,48,1.10,130,NQH,3,01C,37.58,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,48,0.22,146,INR,3,06H,23.72,,TECTEH,,,A3502,secondary,SG1BHCAL00010,H,720HS,0
21,48,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,0
21,49,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,49,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,0
21,49,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,50,2.58,83,MBH,6,03H,43.95,,TECTEH,,,S4373,resolution,SG1BHCAL00009,H,720HS,0
21,50,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,0
21,50,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,51,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,0
21,51,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,51,2.02,87,MBH,6,01C,21.85,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,52,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,52,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,0
21,52,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,53,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,53,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,53,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,0
21,54,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,54,0.64,60,MBM,190,TSH,36.26,,01HTEH,HR,,L7871,resolution,SG1BHCAL00025,H,720XP,0
21,54,3.46,80,MBH,6,04C,17.72,,TECTEH,,,L7871,resolution,SG1BHCAL00011,H,720HS,0
21,54,0.42,63,MBM,186,TSH,34.94,,01HTEH,HR,,L7871,resolution,SG1BHCAL00025,H,720XP,0
21,55,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,55,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
21,55,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,56,1.15,144,DDH,5,01C,20.23,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,56,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,56,5.14,176,DNT,1,01C,20.23,,TECTEH,HR,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,56,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,57,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,57,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
21,57,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,58,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,58,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,58,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,59,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,59,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,59,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,60,0.34,149,DDH,5,04H,28.50,,TECTEH,,,G2886,resolution,SG1BHCAL00012,H,720HS,0
21,60,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,60,2.76,186,DNT,1,02H,9.96,,TECTEH,HR,,G2886,resolution,SG1BHCAL00012,H,720HS,0
21,60,0.35,137,MBM,198,TSC,8.61,,BPCTEC,HR,,B4260,resolution,SG1BCCAL00005,C,720XP,0
21,60,2.14,184,DNT,1,03H,18.94,,TECTEH,HR,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,61,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,61,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,61,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,62,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,62,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,62,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,63,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,63,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,63,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,64,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,64,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,64,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,65,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,65,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,65,,,,,,,,TECTEH,,,G2886,resolution,SG1BHCAL00012,H,720HS,0
21,66,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,66,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,66,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,67,0.26,101,DDH,5,06C,27.83,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,67,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,67,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,68,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,68,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,68,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,69,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,69,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,69,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,70,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,70,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,70,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,71,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,71,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,71,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,72,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,72,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,72,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,73,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,73,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,73,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,74,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,74,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,74,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,75,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,75,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00012,H,720HS,0
21,75,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,77,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,77,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,77,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00011,H,720HS,0
21,78,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,78,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,78,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,79,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,79,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,79,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,80,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,80,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,80,,,,,,,,TECTEH,,,S7752,auto,SG1BHCAL00009,H,720HS,0
21,81,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,81,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,81,,,,,,,,TECTEH,,,S7752,auto,SG1BHCAL00009,H,720HS,0
21,82,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,82,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,82,,,,,,,,TECTEH,,,S7752,auto,SG1BHCAL00009,H,720HS,0
21,83,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,83,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00009,H,720HS,0
21,83,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,84,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,84,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,84,2.34,90,MBH,6,06H,15.01,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,85,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,85,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,85,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,86,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,86,,,,,,,,TECTEH,,,S7752,auto,SG1BHCAL00009,H,720HS,0
21,86,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,87,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00023,H,720XP,0
21,87,2.42,187,DNT,1,06C,41.43,,TECTEH,HR,,W9098,auto,SG1BHCAL00009,H,720HS,0
21,87,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,88,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,88,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,0
21,88,0.56,86,MBM,162,BPH,7.68,,BPHTEH,HR,,L7871,resolution,SG1BHCAL00024,H,720XP,0
21,89,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,0
21,89,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00024,H,720XP,0
21,89,0.60,148,DDH,5,04C,40.82,,TECTEH,,,W9098,auto,SG1BHCAL00010,H,720HS,0
21,89,1.10,167,DDH,P1,07C,-0.39,,TECTEH,,,W1424,resolution,SG1BHCAL00010,H,720HS,0
21,89,1.89,170,DDH,P1,07C,0.67,,TECTEH,,,C3274,resolution,SG1BHCAL00010,H,720HS,0
22,7,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,0
22,7,1.55,13,INR,54,BPH,2.30,,BPHTEH,,,D3162,resolution,SG1BHCAL00019,H,720XP,0
22,7,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,8,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,0
22,8,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,8,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,9,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
22,9,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,9,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,10,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
22,10,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,10,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,11,0.73,144,MBM,222,BPC,9.98,,BPCTEC,HR,,G7081,resolution,SG1BCCAL00001,C,720XP,0
22,11,1.03,123,NQH,3,05C,33.21,,TECTEH,,,C9309,resolution,SG1BHCAL00001,H,720HS,0
22,11,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,0
22,11,0.98,116,NQH,3,BPC,10.44,,TECTEH,,,C9309,resolution,SG1BHCAL00001,H,720HS,0
22,11,1.07,122,NQH,3,06H,38.01,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,11,0.40,126,DDH,5,06H,32.00,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,12,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,0
22,12,0.26,144,DDH,5,04H,32.15,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,12,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,13,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
22,13,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,13,2.33,72,MBH,6,02H,23.96,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,13,0.32,121,DDH,5,06C,43.65,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,14,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,0
22,14,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,0
22,14,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,15,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,0
22,15,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,0
22,15,1.60,85,MBH,6,06C,48.47,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,16,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
22,16,0.39,89,NQH,3,05C,20.29,,TECTEH,,,C9309,resolution,SG1BHCAL00001,H,720HS,0
22,16,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,17,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,0
22,17,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,17,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,18,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
22,18,3.48,187,DNT,1,01H,37.99,,TECTEH,HR,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,18,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,0
22,19,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
22,19,3.41,67,MBH,6,07H,21.57,,TECTEH,,,C9309,resolution,SG1BHCAL00001,H,720HS,0
22,19,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,0
22,19,0.51,141,DDH,5,06H,34.15,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,20,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,20,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,0
22,20,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,21,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00003,C,720XP,0
22,21,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,21,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,22,2.00,89,MBH,6,TSC,14.49,,TECTEH,,,G7081,resolution,SG1BHCAL00002,H,720HS,0
22,22,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,22,0.29,97,MBM,166,TSC,14.24,,BPCTEC,HR,,G2886,resolution,SG1BCCAL00003,C,720XP,0
22,23,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,23,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,23,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
22,24,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,24,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00001,H,720HS,0
22,24,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
22,25,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00022,H,720XP,0
22,25,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00002,H,720HS,0
22,25,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00004,C,720XP,0
22,26,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00021,H,720XP,0
