	#Master Report ASCII Export File
        #	PLANT:		Surry
        #	UNIT: 		1
        #	SG: 		1B
        #	DATABASE:	SURRY_1R27_SGB  DATE: OCT. 29,2016  7:56 

#FORMAT: ROW,COL,VOLTS,DEG,PCT,CHN,LOCATION,ELEV_FROM,ELEV_TO,EXTENT,UTIL 1,UTIL 2,NAME,TYPE,CAL,LEG,PROBE,S/N #
  14, 85,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
  14, 85,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
  14, 85,3.18,187,DNT,1,07H,19.13,,TEHTEC,HR,,W6070,auto,SG1BCCAL00015,C,720UC,659856
  14, 86,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
  14, 86,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
  14, 86,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
  14, 87,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
  14, 87,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
  14, 87,2.03,187,DNT,1,07H,18.93,,TEHTEC,HR,,W6070,auto,SG1BCCAL00013,C,720UC,659855
  14, 88,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
  14, 88,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
  14, 88,2.67,186,DNT,1,07H,18.62,,TEHTEC,HR,,C9309,resolution,SG1BCCAL00013,C,720UC,659855
  14, 89,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  14, 89,3.27,185,DNT,1,07H,19.22,,TEHTEC,HR,,S4373,resolution,SG1BCCAL00014,C,720UC,659856
  14, 89,0.75,117,MBM,170,BPC,15.92,,BPCTEC,HR,,C9309,resolution,SG1BCCAL00007,C,720XP,690861
  14, 90,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
  14, 90,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  14, 90,3.04,185,DNT,1,07H,19.29,,TEHTEC,HR,,W6070,auto,SG1BCCAL00014,C,720UC,659856
  14, 90,1.11,167,DDH,P1,07C,0.58,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
  14, 90,3.16,82,MBH,6,01C,10.66,,TEHTEC,,,W6070,auto,SG1BCCAL00014,C,720UC,659856
  14, 91,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
  14, 91,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00026,H,720XP,708350
  14, 91,2.62,178,DNT,P1,07C,-0.44,,TEHTEC,HR,,C9309,resolution,SG1BCCAL00013,C,720UC,659855
  14, 91,4.72,180,DNT,P1,07C,0.64,,TEHTEC,HR,,W6070,auto,SG1BCCAL00013,C,720UC,659855
  15,  4,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15,  4,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15,  4,0.29,62,NQH,3,03H,39.95,,TECTEH,,,C9309,resolution,SG1BHCAL00014,H,720HS,707230
  15,  5,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15,  5,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15,  5,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15,  6,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15,  6,1.12,86,MBM,150,TSH,9.59,,BPHTEH,HR,,D3162,resolution,SG1BHCAL00019,H,720XP,690861
  15,  6,3.22,85,MBH,6,TSH,9.84,,TECTEH,,,C9309,resolution,SG1BHCAL00013,H,720HS,707232
  15,  6,0.30,60,NQH,3,04C,20.08,,TECTEH,,,L7871,resolution,SG1BHCAL00013,H,720HS,707232
  15,  7,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15,  7,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15,  7,0.30,143,DDH,5,04H,30.33,,TECTEH,,,L7871,resolution,SG1BHCAL00013,H,720HS,707232
  15,  8,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15,  8,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15,  8,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15,  9,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15,  9,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15,  9,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 10,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 10,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 10,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 11,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 11,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 11,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 12,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 12,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 12,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 13,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 13,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 13,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 14,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 14,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 14,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 15,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 15,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 15,4.48,86,MBH,6,02C,1.60,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 15,4.18,77,MBH,6,01C,42.59,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 15,3.46,88,MBH,6,01C,44.68,,TECTEH,,,C3274,resolution,SG1BHCAL00013,H,720HS,707232
  15, 16,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 16,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 16,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 17,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 17,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 17,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 18,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 18,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 18,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 19,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00001,C,720XP,690861
  15, 19,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 19,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 20,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 20,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 20,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 21,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 21,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 21,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 22,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 22,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 22,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 23,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 23,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 23,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 24,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 24,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 24,2.29,188,DNT,1,06C,25.17,,TECTEH,HR,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 24,1.45,125,NQH,3,04C,44.26,,TECTEH,,,C9309,resolution,SG1BHCAL00014,H,720HS,707230
  15, 24,0.36,62,NQH,3,BPC,18.19,,TECTEH,,,C9309,resolution,SG1BHCAL00014,H,720HS,707230
  15, 25,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 25,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 25,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00014,H,720HS,707230
  15, 26,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 26,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 26,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 27,,,,,,,,BPCTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 27,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 27,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00013,H,720HS,707232
  15, 28,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 28,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 28,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 29,,,,,,,,BPHTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 29,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 29,3.59,90,MBH,6,02C,14.28,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 30,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 30,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 30,0.47,112,NQH,3,02H,19.95,,TECTEH,,,C3274,resolution,SG1BHCAL00015,H,720HS,707232
  15, 30,4.76,88,MBH,6,02H,20.92,,TECTEH,,,C3274,resolution,SG1BHCAL00015,H,720HS,707232
  15, 31,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 31,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 31,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 32,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 32,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 32,4.76,178,DNT,1,06C,31.94,,TECTEH,HR,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 32,1.19,150,DDH,5,06C,31.94,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 32,0.41,127,DDH,5,01C,46.13,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 33,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 33,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 33,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 34,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 34,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 34,0.31,105,NQH,3,01C,42.96,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 35,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 35,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 35,0.71,135,DDH,5,06C,35.89,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 35,2.35,178,DNT,1,06C,35.89,,TECTEH,HR,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 35,0.24,123,NQH,3,02C,-0.94,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 36,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 36,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 36,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 37,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 37,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 37,0.14,111,DDH,5,06C,31.65,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 37,0.30,129,DDH,5,06C,32.31,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 37,0.36,134,NQH,3,01C,45.79,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 38,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 38,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 38,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 39,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 39,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 39,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 40,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 40,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 40,0.20,107,DDH,5,06C,32.14,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 40,0.15,97,DDH,5,01C,46.36,,TECTEH,,,C9309,resolution,SG1BHCAL00016,H,720HS,707230
  15, 40,0.20,109,DDH,5,01C,46.97,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 40,2.82,13,INR,1,TSC,6.69,,TECTEH,LAR,,S4373,resolution,SG1BHCAL00016,H,720HS,707230
  15, 41,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 41,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 41,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 42,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 42,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 42,0.47,97,NQH,3,03C,19.70,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 43,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 43,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 43,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 44,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 44,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 44,,,,,,,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 45,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00020,H,720XP,708350
  15, 45,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00002,C,720XP,708350
  15, 45,2.04,76,MBH,6,05C,21.26,,TECTEH,,,W6070,auto,SG1BHCAL00016,H,720HS,707230
  15, 46,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 46,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 46,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 47,,,,,,,,TECTEH,,,W9098,auto,SG1BHCAL00015,H,720HS,707232
  15, 47,,,,,,,,01HTEH,,,S7752,auto,SG1BHCAL00019,H,720XP,690861
  15, 47,,,,,,,,01CTEC,,,W6070,auto,SG1BCCAL00001,C,720XP,690861
  15, 48,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 48,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 48,0.75,7,INR,3,AV4,16.55,,TEHTEC,,,J5670,auto,SG1BCCAL00016,C,720UL,659916
  15, 48,4.72,185,DNT,1,AV4,18.25,,TEHTEC,HR,,C3274,resolution,SG1BCCAL00016,C,720UL,659916
  15, 49,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 49,0.59,55,MBM,174,TSH,25.53,,01HTEH,HR,,L7871,resolution,SG1BHCAL00025,H,720XP,690861
  15, 49,2.23,81,MBH,6,TSH,25.78,,TEHTEC,,,J5670,auto,SG1BCCAL00016,C,720UL,659916
  15, 49,0.41,40,MBM,222,TSH,31.32,,01HTEH,HR,,L7871,resolution,SG1BHCAL00025,H,720XP,690861
  15, 50,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 50,0.88,82,MBM,210,TSH,2.58,,01HTEH,HR,,L7871,resolution,SG1BHCAL00026,H,720XP,708350
  15, 50,4.16,84,MBH,6,TSH,2.64,,TEHTEC,,,J5670,auto,SG1BCCAL00017,C,720UC,659856
  15, 50,0.72,89,MBM,102,TSH,3.07,,01HTEH,HR,,L7871,resolution,SG1BHCAL00026,H,720XP,708350
  15, 51,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 51,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 51,,,,,,,,TEHTEC,,,J5670,auto,SG1BCCAL00017,C,720UC,659856
  15, 52,,,,,,,,TEHTEC,,,J5670,auto,SG1BCCAL00016,C,720UL,659916
  15, 52,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 52,0.46,62,MBM,198,TSH,4.26,,01HTEH,HR,,L7871,resolution,SG1BHCAL00025,H,720XP,690861
  15, 53,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 53,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 53,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 54,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 54,3.08,97,INR,6,TSC,9.24,,TEHTEC,,,J5670,auto,SG1BCCAL00017,C,720UC,659856
  15, 54,0.63,68,MBM,114,TSC,9.26,,01CTEC,HR,,G4841,resolution,SG1BCCAL00006,C,720XP,708350
  15, 55,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 55,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 55,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 56,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 56,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 56,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 57,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 57,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 57,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 58,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 58,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 58,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 59,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 59,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 59,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 60,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 60,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 60,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 61,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 61,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 61,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 62,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 62,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 62,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 63,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 63,,,,,,,,01HTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 63,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 64,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 64,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 64,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 65,,,,,,,,01HTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 65,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 65,,,,,,,,01CTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 66,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 66,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 66,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 67,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 67,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 67,2.60,69,MBH,6,03H,19.04,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 68,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 68,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 68,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 69,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 69,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 69,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 70,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 70,0.86,55,MBM,130,TSH,13.13,,BPHTEH,HR,,L7871,resolution,SG1BHCAL00026,H,720XP,708350
  15, 70,2.29,84,MBH,6,01C,39.51,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 71,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 71,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 71,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 72,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 72,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 72,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 73,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 73,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 73,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 74,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 74,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 74,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 75,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 75,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 75,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00005,C,720XP,690861
  15, 76,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00016,C,720UL,659916
  15, 76,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00007,C,720XP,690861
  15, 76,,,,,,,,BPHTEH,,,W6070,auto,SG1BHCAL00025,H,720XP,690861
  15, 77,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 77,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 77,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00006,C,720XP,708350
  15, 78,,,,,,,,BPHTEH,,,W9098,auto,SG1BHCAL00026,H,720XP,708350
  15, 78,,,,,,,,BPCTEC,,,S7752,auto,SG1BCCAL00008,C,720XP,708350
  15, 78,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00017,C,720UC,659856
  15, 79,,,,,,,,TEHTEC,,,W6070,auto,SG1BCCAL00015,C,720UC,659856
